lambda_val,diversity_mode,mean_sharpe,mean_mdd,mean_turnover,inter_agent_correlation
0.0,correlation,0.360593805826123,-0.12361946401940019,0.0060977664776146415,-0.026075959422962668
0.5,correlation,0.29819232083776476,-0.1259623948369658,0.009827864356338978,0.46787616938866783
0.0,tv,0.3589451174405685,-0.12358866875330295,0.006139764748513699,-0.021442189194961186
0.5,tv,0.34804153259298587,-0.1238977602023281,0.006898216716945171,0.1465607621430051
