strategy,sharpe,cum_return,mdd
PPO (RL),1.1599168701832872,1.531927216358929,-0.2540893365066925
KODEX200,0.7781536978829944,2.510434453725673,-0.3464205573952537
Equal Weight,0.6435403096256421,1.1219346548217368,-0.3444541746923314
