date,portfolio_value,return,semicon,bank,car,finance,treasury3,ener&chem,iron,wti,gold,copper,necessities,healthcare,silver,treasury10
2019-01-02,1.00506757739478,0.005054780439287424,1.571544672174241e-08,2.0611250484137145e-09,2.0642036702156474e-07,2.135078034370963e-07,3.374399284439278e-06,1.1842182345844776e-08,2.184996006349138e-08,1.0385438997673191e-07,0.9999861717224121,8.986562534119003e-07,2.0040108950070135e-07,1.1335783511867703e-07,8.626370799902361e-06,6.941846919517047e-08
2019-01-03,1.0093442670427517,0.004246099014237006,1.8720388794690734e-08,2.7359777959645726e-05,2.4581569846304774e-07,2.6578823053569067e-07,1.0499023801457952e-06,4.5582979169012106e-08,4.08063272061554e-08,1.6859674190072838e-07,0.9999688863754272,5.159628244655323e-07,1.3664093501120078e-07,1.4709715401295398e-07,1.0598826065688627e-06,3.9981774335728915e-08
2019-01-04,1.0419280311581787,0.03177199350595474,3.5232653317507356e-05,3.0571422371394874e-07,6.115275823503907e-07,2.943803565358394e-06,7.927533260954078e-07,2.581681428637239e-07,3.817304730091564e-07,2.1489393375873078e-08,2.0610093631745485e-09,4.2858025040004577e-07,2.8888051019748673e-05,0.9999299645423889,2.768139317765872e-08,1.4473600629116845e-07
2019-01-07,1.0320833716602587,-0.009493422670662404,6.715335416629387e-07,0.4990779459476471,7.963940151967108e-05,2.5775125322979875e-05,5.2459010476013646e-05,0.00016630944446660578,5.504970613401383e-05,0.0011110663181170821,0.4990779459476471,7.591378380311653e-05,1.3930892919233884e-06,1.0286763663103216e-09,0.00021999867749400437,5.580834476859309e-05
2019-01-09,1.0431136963682481,0.010630728770792484,5.653427948004719e-08,0.9999472498893738,4.465647123197414e-07,5.222603363108647e-07,1.6965016413905687e-07,5.989135161144077e-07,1.5708093314970029e-07,3.2150052220458747e-07,4.510381040745415e-05,2.0995409499846573e-07,1.4065511777516804e-07,4.964131676388206e-06,2.548107325139881e-08,2.2706126756588674e-08
2019-01-10,1.0510210819319505,0.007551971560716629,4.6812318032607436e-05,4.727200320076008e-08,5.925181767452159e-07,3.119166194665013e-06,9.096308417610999e-07,2.1715423770274356e-07,3.751017061404127e-07,1.8609078722420236e-08,2.060966952655008e-09,4.6656083441121154e-07,3.7768983020214364e-05,0.9999094605445862,3.3359594198145714e-08,1.5951654575019347e-07
2019-01-11,1.0460656233961,-0.004726049473136663,1.124534151131229e-06,1.989905795696245e-09,1.883152691561918e-07,4.952011067871354e-07,1.575358623995271e-06,1.9369112536082866e-08,4.6320206337213676e-08,1.5628806693257502e-08,0.034558650106191635,5.064204628979496e-07,3.7883698951191036e-06,0.9654330611228943,4.6576550971622055e-07,7.330172024921922e-08
2019-01-14,1.04410262021564,-0.001878321291692555,1.5047682211388747e-08,2.0611363726885656e-09,1.378729166390258e-07,1.643389424543784e-07,2.0929978745698463e-06,8.59704130107275e-09,1.5211446324769895e-08,5.410229420022006e-08,0.9999915957450867,5.740852202507085e-07,1.8442908356064436e-07,1.2792048664778122e-06,3.831742560578277e-06,4.024707322969334e-08
2019-01-15,1.0565608770729882,0.01186139801889658,2.265214646968161e-07,0.4999992251396179,1.598360768184648e-07,3.2864079457795015e-07,7.142808300386605e-08,1.690846289648107e-07,6.79404337233791e-08,3.137680337772508e-08,3.1053779991907504e-08,7.190929096623222e-08,3.590068331504881e-07,0.4999992251396179,4.363224448411529e-09,1.0285001295073926e-08
2019-01-16,1.0434063095442903,-0.012528519186377525,1.4856520465400536e-05,5.0659885175718955e-09,3.1063203209669155e-07,1.4217617945178063e-06,7.886184221206349e-07,7.816675662297712e-08,1.5472510028757824e-07,1.3034659573918361e-08,4.3906851487918175e-08,3.910436987553112e-07,1.8017679394688457e-05,0.9999637603759766,5.278329950897387e-08,8.806198081856564e-08
